Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Qty","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Variant Image"
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,M,Color,Orange,,,WS05-M-Orange,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,M,Color,Yellow,,,WS05-M-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,S,Color,Black,,,WS05-S-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,S,Color,Orange,,,WS05-S-Orange,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,S,Color,Yellow,,,WS05-S-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,XL,Color,Black,,,WS05-XL-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,XL,Color,Orange,,,WS05-XL-Orange,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,XL,Color,Yellow,,,WS05-XL-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,XS,Color,Black,,,WS05-XS-Black,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee,"Desiree Fitness Tee",,,"Clothing,Tees",,,TRUE,Size,XS,Color,Orange,,,WS05-XS-Orange,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-black_main.jpg,
desiree-fitness-tee-xs-yellow,"Desiree Fitness Tee-XS-Yellow",,,"Clothing,Tees",,,TRUE,Size,XS,Color,Yellow,,,WS05-XS-Yellow,0,100,24.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws05-yellow_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Gray,,,WS06-L-Gray,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Purple,,,WS06-L-Purple,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Red,,,WS06-L-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Gray,,,WS06-M-Gray,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Purple,,,WS06-M-Purple,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Red,,,WS06-M-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Gray,,,WS06-S-Gray,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Purple,,,WS06-S-Purple,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Red,,,WS06-S-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Gray,,,WS06-XL-Gray,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Purple,,,WS06-XL-Purple,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Red,,,WS06-XL-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Gray,,,WS06-XS-Gray,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Purple,,,WS06-XS-Purple,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
elisa-evercool-trade-tee,"Elisa EverCool&trade; Tee",,,"Clothing,Eco Friendly,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Red,,,WS06-XS-Red,0,100,29.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws06-gray_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Black,,,WS07-L-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,White,,,WS07-L-White,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,L,Color,Yellow,,,WS07-L-Yellow,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Black,,,WS07-M-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,White,,,WS07-M-White,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,M,Color,Yellow,,,WS07-M-Yellow,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Black,,,WS07-S-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,White,,,WS07-S-White,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,S,Color,Yellow,,,WS07-S-Yellow,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Black,,,WS07-XL-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,White,,,WS07-XL-White,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,XL,Color,Yellow,,,WS07-XL-Yellow,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Black,,,WS07-XS-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,White,,,WS07-XS-White,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
juliana-short-sleeve-tee,"Juliana Short-Sleeve Tee",,,"Clothing,Erin Recommends,New Luma Yoga Collection,Tees",,,TRUE,Size,XS,Color,Yellow,,,WS07-XS-Yellow,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws07-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,L,Color,Black,,,WS08-L-Black,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,L,Color,Blue,,,WS08-L-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,L,Color,Red,,,WS08-L-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,M,Color,Black,,,WS08-M-Black,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,M,Color,Blue,,,WS08-M-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,M,Color,Red,,,WS08-M-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,S,Color,Black,,,WS08-S-Black,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,S,Color,Blue,,,WS08-S-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,S,Color,Red,,,WS08-S-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,XL,Color,Black,,,WS08-XL-Black,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,XL,Color,Blue,,,WS08-XL-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,XL,Color,Red,,,WS08-XL-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,XS,Color,Black,,,WS08-XS-Black,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,XS,Color,Blue,,,WS08-XS-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
minerva-lumatech-trade-v-tee,"Minerva LumaTech&trade; V-Tee",,,"Clothing,Tees,Women Sale",,,TRUE,Size,XS,Color,Red,,,WS08-XS-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws08-black_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,L,Color,Blue,,,WS09-L-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,L,Color,Red,,,WS09-L-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,L,Color,White,,,WS09-L-White,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,M,Color,Blue,,,WS09-M-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,M,Color,Red,,,WS09-M-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,M,Color,White,,,WS09-M-White,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,S,Color,Blue,,,WS09-S-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,S,Color,Red,,,WS09-S-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,S,Color,White,,,WS09-S-White,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,XL,Color,Blue,,,WS09-XL-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,XL,Color,Red,,,WS09-XL-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,XL,Color,White,,,WS09-XL-White,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,XS,Color,Blue,,,WS09-XS-Blue,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,XS,Color,Red,,,WS09-XS-Red,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
tiffany-fitness-tee-l-blue,"Tiffany Fitness Tee-L-Blue",,,"Clothing,Eco Friendly,Tees,Women Sale",,,TRUE,Size,XS,Color,White,,,WS09-XS-White,0,100,28.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws09-blue_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,L,Color,Green,,,WS10-L-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,L,Color,Red,,,WS10-L-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,L,Color,Yellow,,,WS10-L-Yellow,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,M,Color,Green,,,WS10-M-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,M,Color,Red,,,WS10-M-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,M,Color,Yellow,,,WS10-M-Yellow,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,S,Color,Green,,,WS10-S-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,S,Color,Red,,,WS10-S-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,S,Color,Yellow,,,WS10-S-Yellow,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XL,Color,Green,,,WS10-XL-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XL,Color,Red,,,WS10-XL-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XL,Color,Yellow,,,WS10-XL-Yellow,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XS,Color,Green,,,WS10-XS-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XS,Color,Red,,,WS10-XS-Red,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
karissa-v-neck-tee,"Karissa V-Neck Tee",,,"Clothing,Performance Fabrics,Tees",,,TRUE,Size,XS,Color,Yellow,,,WS10-XS-Yellow,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws10-green_main.jpg,
diva-gym-tee,"Diva Gym Tee",,,"Clothing,Erin Recommends,Tees,Women Sale",,,TRUE,Size,L,Color,Green,,,WS11-L-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws11-green_main.jpg,
diva-gym-tee,"Diva Gym Tee",,,"Clothing,Erin Recommends,Tees,Women Sale",,,TRUE,Size,L,Color,Orange,,,WS11-L-Orange,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws11-green_main.jpg,
diva-gym-tee,"Diva Gym Tee",,,"Clothing,Erin Recommends,Tees,Women Sale",,,TRUE,Size,L,Color,Yellow,,,WS11-L-Yellow,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws11-green_main.jpg,
diva-gym-tee,"Diva Gym Tee",,,"Clothing,Erin Recommends,Tees,Women Sale",,,TRUE,Size,M,Color,Green,,,WS11-M-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws11-green_main.jpg,
diva-gym-tee,"Diva Gym Tee",,,"Clothing,Erin Recommends,Tees,Women Sale",,,TRUE,Size,M,Color,Orange,,,WS11-M-Orange,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/ws11-green_main.jpg,
